timestamp,original_question,relevant_info
2025-11-03T15:43:45.491119,,"[""The scientist who discovered Zirconium in the same year (1925) was Walter Noddack. The element with atomic number 9 higher than Zirconium (atomic number 40) is element 49. Element 49 is Indium, which was named after its discovery in spectral lines of indigo by Ferdinand Reich and Hieronymus Theodor Richter in 1863. This information is not directly present in the text. However, the question asks about an element *named after* a person. Indium is not named after a person. Element 75, Rhenium, was discovered by Walter Noddack, Ida Tacke, and Otto Berg in 1925 and named after the Rhine River. The element with atomic number 9 higher than element 75 (atomic number 75) is element 84 (Polonium), which was named after Poland by Marie Curie. The text states: \""The contemporarily accepted discovery of element 75 came in 1925, when Walter Noddack, Ida Tacke, and Otto Berg independently rediscovered it and gave it its present name, rhenium.\"" The element with atomic number 9 higher than element 75 is Polonium (atomic number 84). The text states: \""The element 85 (astatine) were likewise produced artificially in 1940, element 87 (francium) became the last element to be discovered in nature, by French chemist Marguerite Perey in 1939. The elements beyond uranium were likewise discovered artificially, starting with Edwin McMillan and Philip Abelson's 1940 discovery of neptunium (via bombardment of uranium with neutrons).\"" The text does not explicitly state who Polonium was named after, but it mentions that element 85, Astatine, was discovered in 1940. This is the wrong atomic number. The clue implies that an element discovered by the scientist who discovered Zirconium is relevant. The text states that Walter Noddack, Ida Tacke, and Otto Berg rediscovered Rhenium (element 75) in 1925. Element 40 (Zirconium) is not mentioned in relation to its discoverer in 1925. However, the question states \""The element's atomic number is 9 higher than that of an element discovered by the scientist who discovered Zirconium in the same year.\"" This is a trick. The text states that element 75 (Rhenium) was rediscovered in 1925 by Walter Noddack, Ida Tacke, and Otto Berg. Element 40 is Zirconium. The text does not mention who discovered Zirconium or when. It does mention element 75 was rediscovered in 1925. If we assume the element with atomic number 9 higher than Zirconium (atomic number 40) is element 49 (Indium). Indium is not named after a person. If we assume the \""scientist who discovered Zirconium\"" is a reference to Walter Noddack, Ida Tacke, and Otto Berg who rediscovered Rhenium in 1925. The element with atomic number 9 higher than Rhenium (element 75) is element 84 (Polonium). The text does not mention who Polonium was named after. The element with atomic number 9 higher than element 75 (Rhenium) is element 84 (Polonium). Polonium was named by Marie Curie after her native country, Poland. The provided text does not contain this information. Therefore, I cannot answer the question."", ""Martin Heinrich Klaproth discovered uranium (1789) and zirconium (1789). Uranium has atomic number 92. Zirconium has atomic number 40. 92 is 52 higher than 40. Uranium is named after the planet Uranus, which was named after the Greek god of the sky."", ""The periodic table and law have become a central and indispensable part of modern chemistry. The periodic table continues to evolve with the progress of science. In nature, only elements up to atomic number 94 exist; to go further, it was necessary to synthesize new elements in the laboratory. By 2010, the first 118 elements were known, thereby completing the first seven rows of the table; however, chemical characterization is still needed for the heaviest elements to confirm that their properties match their positions. New discoveries will extend the table beyond these seven rows, though it is not yet known how many more elements are possible; moreover, theoretical calculations suggest that this unknown region will not follow the patterns of the known part of the table. Some scientific discussion also continues regarding whether some elements are correctly positioned in the table. Many alternative representations of the periodic law exist, and there is some discussion as to whether there is an optimal form of the periodic table. Structure Group | 1 | 2 | | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | Period1 | 2 | 3 | 4 | 5 | 6 | 7 Group | 1 | 2 | | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | Hydrogen &alkali metals | Alkaline earth metals | | | | | | | | | | | | Triels | Tetrels | Pnicto\u00adgens | Chal\u00adco\u00adgens | Halo\u00adgens | Noblegases Period1 | Hydro\u00adgen1H\u200b1.0080 | | He\u00adlium2He\u200b4.0026 2 | Lith\u00adium3Li\u200b6.94 | Beryl\u00adlium4Be\u200b9.0122 | | Boron5B\u200b10.81 | Carbon6C\u200b12.011 | Nitro\u00adgen7N\u200b14.007 | Oxy\u00adgen8O\u200b15.999 | Fluor\u00adine9F\u200b18.998 | Neon10Ne\u200b20.180 3 | So\u00addium11Na\u200b22.990 | Magne\u00adsium12Mg\u200b24.305 | | Alumin\u00adium13Al\u200b26.982 | Sili\u00adcon14Si\u200b28.085 | Phos\u00adphorus15P\u200b30.974 | Sulfur16S\u200b32.06 | Chlor\u00adine17Cl\u200b35.45 | Argon18Ar\u200b39.95 4 | Potas\u00adsium19K\u200b39.098 | Cal\u00adcium20Ca\u200b40.078 | | Scan\u00addium21Sc\u200b44.956 | Tita\u00adnium22Ti\u200b47.867 | Vana\u00addium23V\u200b50.942 | Chrom\u00adium24Cr\u200b51.996 | Manga\u00adnese25Mn\u200b54.938 | Iron26Fe\u200b55.845 | Cobalt27Co\u200b58.933 | Nickel28Ni\u200b58.693 | Copper29Cu\u200b63.546 | Zinc30Zn\u200b65.38 | Gallium31Ga\u200b69.723 | Germa\u00adnium32Ge\u200b72.630 | Arsenic33As\u200b74.922 | Sele\u00adnium34Se\u200b78.971 | Bromine35Br\u200b79.904 | Kryp\u00adton36Kr\u200b83.798 5 | Rubid\u00adium37Rb\u200b85.468 | Stront\u00adium38Sr\u200b87.62 | | Yttrium39Y\u200b88.906 | Zirco\u00adnium40Zr\u200b91.224 | Nio\u00adbium41Nb\u200b92.906 | Molyb\u00addenum42Mo\u200b95.95 | Tech\u00adnetium43Tc\u200b | Ruthe\u00adn""]"
2025-11-03T15:43:49.511609,I have an element in mind and would like you to identify the person it was named after. Here's a clue: The element's atomic number is 9 higher than that of an element discovered by the scientist who discovered Zirconium in the same year.,[]
2025-11-03T15:43:54.820743,,"[""Mark Ruiz represented the United States in the 2000 Olympic Games and the 2004 Olympic Games.""]"
2025-11-03T15:43:57.885381,"As of Aug 3, 2024, the artist who released the album ""Father of Asahd"" went to the same high school as an Olympic diver. How many Olympic teams did this diver participate on?","[""The diver Mark Ruiz participated on **two** Olympic teams.""]"
2025-11-03T15:44:10.763125,,"[""The Jeff Gordon edition was released. The vehicle came with a superior blue body and silver ground effects, just like the Intimidator Edition; however, the Jeff Gordon edition also received lighter blue ghost flames on the body. It featured the number 24 behind the rear side windows. A Jeff Gordon signature was placed on the right side of the trunk, and inside the car received a Jeff Gordon badge on the dashboard and a two-tone gray and black leather-wrapped steering wheel and shift knob. It featured 5-spoke, diamond-cut wheels and a GM L36 3800 V6 engine. In 2004, the Dale Jr. Edition came out; it was red with a black high sport kit. The number 8, with an \""E\"" stripe design went from the doors to the rear bumper. The 5-spoke diamond cut wheels featured a black stripe through each spoke, and Dale Jr.'s signature appeared on the right side of the trunk lid. On the sides, the vehicle received Supercharged SS badges. Inside, a #8 badge appeared on the dash, and Dale Jr.'s signature was on the cluster. This edition also featured the #8 on floor mats and headrests. This was also the first nameplate car to receive a GM L67 Supercharged 3800 V6 engine. The fan speed for heat and air conditioning was changed from the previous year's five settings to 10. The Intimidator Edition was re-released in 2004. However, the vehicle featured \""Intimidator\"" badges on the trunk lid and both side panels. The car was all black, received the five-spoke, diamond cut wheels, and included the GM L67 Supercharged 3800 V6 engine. The 2005 featured the final commemorative edition, the Tony Stewart version. It was all black but featured a white/orange line that thickened as it reached the back of the vehicle and contained the number 20 just before the rear tires. Tony Stewart's signature also appeared behind the rear windows on both sides. The Chevy bowtie on the trunk was white in this edition, and another was painted on the front of the hood. The Monte Carlo badge was removed and replaced with the black Tony Stewart grille. The wheels were the same design as the Dale Jr. Edition, except the bowtie on the center cap was white this time. This edition also received a GM L67 Supercharged 3800 V6 engine. Pace Car Editions General Motors released several Monte Carlos branded as \""Pace Car\"" replicas. Each year featured a different color and had limited production; however, all cars had some standard features. All pace cars received: Galaxy Silver ground effects, checkered flagging on fenders & doors, \""Tasmanian Devil\"" decals on quarter panels, and trunk lid behind the \""Monte Carlo\"" script. It also has a \""race-inspired\"" rear spoiler that resembles the look of the NASCAR spoiler, a limited edition plaque on the trunk lid, \""Monte Carlo\"" script on the dash is replaced with \""PACE CAR\"" a gauge cluster displays \""LIMITED EDITION\"" below the speedometer where it would say \""Apply Brake To Shift From Park,\"" 16-inch diamond-cut cast-aluminum wheels, door opening kick plates featuring the Monte Carlo nameplate, and stainless-steel dual exhaust tips. Interiors had two-tone leather from 1999 through 2002 to match the exterior with 2003 being solid black and Chevy \""bow-tie\"" embroidered headrests. All cars also came with GMs L36 3800 V6 engine. Production limited to 2,222 cars. Sports two-tone leather black and red. Exterior: Torch Red with Galaxy Silver ground effects. Production limited to 1,300 cars. Sports two-tone leather black and silver. Exterior: Black with Galaxy Silver ground effects. Production limited to 1,150 cars. Sports two-tone leather black. Exterior: Competition Yellow with Galaxy Silver ground effects. Production limited to 1,401 cars. Sports leather Ebony Black seats with ebony and gray leather-wrapped steering wheel. Exterior: Superior Blue Metallic with Galaxy Silver ground effects. Engines Engine | Model | Years | Power | Torque | Transmission Engine | Model | Years | Power | Torque | Transmission 3.4 LLA1V6 | LS | 2000\u20132005 | 180 hp (134 kW) | 205 lb\u22c5ft (278 N\u22c5m) | 4T65E 3.8 LL36V6 | SS | 2000\u20132004 | 200 hp (149 kW""]"
2025-11-03T15:44:14.332696,A general motors vehicle is named after the largest ward in the country of Monaco.  How many people had walked on the moon as of the first model year of the vehicle? Note: the model year is not the same as the year the model was first produced.,[]
2025-11-03T15:44:20.908565,,"[""Pope Paul II ended the Thirteen Years' War in 1466. The Bayeux Tapestry, which depicts events leading up to the Norman Conquest of England in 1066, is a famous tapestry. The Battle of Hastings, a key event in the Norman Conquest, took place in 1066.""]"
2025-11-03T15:44:24.188004,"The Pope born Pietro Barbo ended a long-running war two years after his papacy began, which famous conflict, immortalized in tapestry took place 400 years earlier?","[""The famous conflict immortalized in tapestry that took place 400 years earlier is the **Norman Conquest of England**, specifically the **Battle of Hastings** in 1066.""]"
2025-11-03T15:44:28.942660,,"[""Dora Lynnell Wilson was born in 1883, the same year as Janet Cumbrae Stewart. Wilson was also a member of the Melbourne Society of Women Painters and Sculptors. In 1923 her work, 'Reve d'Or', was reproduced on the cover of Women's World and exhibited at the Soci\u00e9t\u00e9 des Artistes Fran\u00e7ais in Paris. The name of the painting is 'Reve d'Or'.""]"
2025-11-03T15:44:33.165489,"An Australian artist, born the same year as artist Janet Cumbrae Stewart and fellow member of the Melbourne Society of Women Painters and Sculptors, had her painting featured on the cover of Women's World Magazine in 1923. What is the name of the painting?",[]
2025-11-03T15:44:46.798143,,"[""Reprise Records is an American record label founded in 1960 by Frank Sinatra. It is owned by Warner Music Group, and operates through Warner Records, one of its flagship labels. Artists currently signed to Reprise Records include Green Day, Enya, Michael Bubl\u00e9, Eric Clapton, Stevie Nicks, Neil Young, Deftones, Mastodon, Lindsey Buckingham, Josh Groban, Disturbed, Idina Menzel, My Chemical Romance, Gerard Way, Dwight Yoakam, Never Shout Never, and Billy Strings.""]"
2025-11-03T15:44:50.366897,"As of July 1, 2024, what is the parent company of the current record label of the singer of Edge of Seventeen?",[]
2025-11-03T15:44:59.677977,,"[""William Gregor William Gregor (1761\u20131817) Born | (1761-12-25)25 December 1761Trewarthenick,Cornwall Died | 11 June 1817(1817-06-11)(aged 55)Creed, Cornwall, UK Nationality | British Alma mater | Bristol Grammar SchoolthenSt John's College, Cambridge Known for | Titanium Scientific career Fields | Mineralogy William Gregor (25 December 1761 \u2013 11 June 1817) was a British clergyman and mineralogist who discovered the elemental metal Titanium. #Christmas is an annual festival commemorating the birth of Jesus Christ, observed primarily on December 25 as a religious and cultural celebration among billions of people around the world.""]"
2025-11-03T15:45:03.360508,The Basibasy mine is located in Madagascar. This mine is abundant in a specific chemical element that was discovered for the first time in 1791. The person who discovered this element was born on what is now known as a major US holiday - what holiday is this?,[]
2025-11-03T15:45:10.227297,,"[""The Belgian Congo (French: Congo belge, pronounced ; Dutch: Belgisch-Congo) was a Belgian colony in Central Africa from 1908 until independence in 1960 and became the Republic of the Congo (L\u00e9opoldville).#In 1960, as the result of a widespread and increasingly radical pro-independence movement, the Belgian Congo achieved independence, becoming the Republic of the Congo under Prime Minister Patrice Lumumba and President Joseph Kasa-Vubu."", ""The conference agreed surprisingly quickly to grant the Congolese practically all of their demands: a general election to be held in May 1960 and full independence\u2014\""Dipenda\""\u2014on 30 June 1960.""]"
2025-11-03T15:45:13.541808,"One of Barbara Kingsolver's best known novels is about an American missionary family which moves to Africa. At the time, the country they move to was a Belgian colony. Which year did it become independent?",[]
2025-11-03T15:45:24.857232,,"[""Top assists Rank | Player | Club | Assists Rank | Player | Club | Assists 1 | Mesut \u00d6zil | Real Madrid | 18 1 | Lionel Messi | Barcelona | 18 3 | Dani Alves | Barcelona | 15 4 | Xabi Prieto | Real Sociedad | 13 5 | Juan Mata | Valencia | 12 6 | \u00c1ngel Di Mar\u00eda | Real Madrid | 11 7 | Santi Cazorla | Villarreal | 10 Cristiano Ronaldo | Real Madrid 9 | Valdo | Levante | 8 Borja Valero | Villarreal. Mesut \u00d6zil (German pronunciation: , Turkish: ; born 15 October 1988) is a German former professional footballer who played as an attacking midfielder. Known for his ball control, technical skills, creativity, passing skills, and vision, he is widely regarded as one of the greatest midfielders and playmakers of his generation. He could also play as a wide midfielder. Born and raised in Gelsenkirchen, \u00d6zil began his senior club career playing for hometown club Schalke 04, before signing with Werder Bremen in 2008, aged 19. After winning the DFB-Pokal in his first season, his individual performances led to a move to Real Madrid in 2010. There, he helped the club win a La Liga title, and ranked first in league assists for three straight seasons. In 2013, \u00d6zil signed for Arsenal in a transfer worth up to \u00a342.5 million (\u20ac50 million), becoming the most expensive German player ever at the time.""]"
2025-11-03T15:45:29.329433,Which football player got 15 or more assists in La Liga during the 2010-2011 season and also played for Arsenal at one point in his career?,[]
2025-11-03T15:45:35.929066,,"[""Vladim\u00edr Mor\u00e1vek was the director of \""Boredom in Brno\"", which won the Grand Prix at the Bratislava International Film Festival in 2003. Vladim\u00edr Mor\u00e1vek was born in Roudnice nad Labem.""]"
2025-11-03T15:45:39.059652,In Slovakia there is a well known Film Festival called the Bratistlava International Film Festival. What city/ town was the film editor for the Grand Prix winner of 2003 born in?,[]
2025-11-03T15:45:46.318320,,"[""On March 7, 2012, Cameron became a National Geographic explorer-in-residence. In this role, on March 7, 2012, he dived five miles deep to the bottom of the New Britain Trench with the Deepsea Challenger.\n\nThe user is asking for a calculation involving the depth of the New Britain Trench and the height of the tallest building in San Francisco. The provided text mentions the depth of the New Britain Trench as \""five miles deep\"". However, it does not provide the height of the tallest building in San Francisco, nor does it provide the date of August 3, 2024. Therefore, the calculation cannot be completed.\n\nNO#The text states that on March 7, 2012, James Cameron \""dived five miles deep to the bottom of the New Britain Trench.\"" However, the text does not mention the height of the tallest building in San Francisco or provide any information that would allow for the calculation requested."", ""The deepest point in the Solomon Sea is the New Britain Trench, which reaches its maximum depth at 9,140 m below sea level. The tallest building in San Francisco is the Salesforce Tower, at 326.1 m. 9140 / 326.1 = 28.028. Rounded to the nearest whole number, this is 28.""]"
2025-11-03T15:45:49.893240,"On March 7th, 2012, the director James Cameron explored a very deep underseas trench.  As of August 3, 2024, how many times would the tallest building in San Francisco fit end to end from the bottom of the New Britain Trench to the surface of the ocean? The answer should be a rounded-off whole number.",[]
2025-11-03T15:46:00.019695,,"[""Lincoln was founded in 1856 as the village of Lancaster on the wild salt marshes and arroyos of what became Lancaster County. Renamed after President Abraham Lincoln, it became Nebraska's state capital in 1869. The Bertram G. Goodhue\u2013designed state capitol building was completed in 1932, and is the nation's second-tallest capitol. As the city is the seat of government for the state of Nebraska, the state and the U.S. government are major employers. The University of Nebraska was founded in Lincoln in 1869. Leirion Gaylor Baird is the mayor. Nebraska\u2013Lincoln was a former full member of the Big 12 Conference."", ""Leirion Gaylor Baird (born June 18, 1971) is an American politician who has served as the 52nd mayor of Lincoln, Nebraska, since 2019. Early life and education Gaylor Baird grew up in Portland, Oregon; her parents were public school teachers. She completed a Bachelor of Arts in history from Yale College in 1993. She earned a Master of Science in comparative social policy from University of Oxford in 1997. The University of Nebraska\u2013Lincoln, the main campus of the University of Nebraska system, is the largest university in Nebraska, with 20,830 undergraduate, 4,426 postgraduate students and 564 professionals enrolled in 2018. The University of Nebraska\u2013Lincoln is home to the University of Nebraska's sports teams, the Cornhuskers. In total, the university fields 22 men's and women's teams in 14 NCAA Division I sports. Nebraska football began play in 1890. Of the 128 Division I-A football teams, Nebraska is one of nine to have won 900 or more games. List of presidents of the United States by education Most presidents of the United States received a college education, even most of the earliest. Of the first seven presidents, five were college graduates. College degrees have set the presidents apart from the general population, and presidents have held degrees even though it was quite rare and unnecessary for practicing most occupations, including law. Of the 45 individuals to have been the president, 24 graduated from a private undergraduate college, 9 graduated from a public undergraduate college, and 12 held no degree. Every president since 1953 has had a bachelor's degree, reflecting the increasing importance of higher education in the United States. 16 presidents received a Bachelor's or advanced degree from colleges in the Ivy League. List by university attended Did not graduate from college Undergraduate School | Location | President(s) School | Location | President(s) Yale University | New Haven, Connecticut | William Howard TaftGeorge H. W. BushGeorge W. Bush Additional undergraduate information Some presidents attended more than one institution. George Washington never attended college, though the College of William & Mary did issue him a surveyor's certificate. One president attended a foreign college at the undergraduate level: John Quincy Adams at Leiden University (John F. Kennedy intended to study at the London School of Economics, but failed to attend as he fell ill before classes began.) Bill Clinton won a Rhodes Scholarship, enrolling at the University of Oxford in Fall 1968, where he read for a BPhil in politics. He left Oxford without earning a degree in order to enroll at Yale Law School. Three presidents have attended the United States service academies: Ulysses S. Grant and Dwight D. Eisenhower graduated from the United States Military Academy at West Point, while Jimmy Carter graduated from the United States Naval Academy at Annapolis, Maryland. No presidents have graduated from the United States Coast Guard Academy or the much newer United States Air Force Academy. Eisenhower also graduated from the Army Command and General Staff College, Army Industrial College, and Army War College. These were not degree-granting institutions when Eisenhower attended, but were part of his professional education as a career soldier. Graduate school A total of 21 presidents attended some form of graduate school (including professional schools). Among them, eleven presidents received a graduate degree during their lifetimes; two more received graduate degrees posthumously. Business school School | Location | President(s) School | Location | President(s) Harvard Business School | Boston, Massachusetts | George W. Bush(MBA) Stanford Business School | Stanford, California | John F. Kennedy(withdrew) Graduate school School | Location | President(s) School | Location | President(s) Harvard University | Cambridge, Massachusetts | John Adams(AM)John Quincy Adams(AM) Johns Hopkins University | Baltimore, Maryland | Woodrow Wilson(PhD) Medical school School | Location | President(s) School | Location | President(s) Medical Department of University of Pennsylvania | Philadelphia, Pennsylvania | William Henry Harrison(withdrew) Law school School | Location | President(s) School | Location | President(s) Albany Law School | Albany, New York | William McKinley(withdrew) Columbia Law School | New York, New York | Theodore Roosevelt(withdrew; JD awarded posthumously in 2008, Class of 1882)Franklin D. Roosevelt(withdrew; JD awarded posthumously in 2008, Class of 1907) Duke University School of Law | Durham, North Carolina | Richard Nixon(LLB) Georgetown University Law Center | Washington, D.C. | Lyndon B. Johnson(with""]"
2025-11-03T15:46:03.178146,"In August of 2024, what is the first name of the mayor of the U.S. state capital city who attended the same university as at least one U.S. president and whose city is home to an outgoing or former full member of the Big 12 Conference",[]
2025-11-03T15:46:09.633790,,[]
2025-11-03T15:46:13.735731,"How many years after the founding of the 50th most populous US city, based on 2023 estimate population data, did Frank Fox receive UK Patent (1344259)?",[]
2025-11-03T15:46:19.485375,,"[""Tom Ridge was born in Munhall, Pennsylvania, and raised in veterans' public housing in Erie, Pennsylvania. Tom Ridge was the first person to hold the office of United States Secretary of Homeland Security. The Department of Homeland Security was formed on January 24, 2003.""]"
2025-11-03T15:46:22.614403,"As of August 4, 2024, in what state was the first secretary of the latest United States federal executive department born?",[]
2025-11-03T15:46:31.620543,,"[""Deltaherpeton was first named by John R. Bolt and R. Eric Lombard in 2010 and the type species is Deltaherpeton hiemstrae. Greererpeton burkemorani (\""crawler from Greer, West Virginia\"") is an extinct genus of colosteid from the Early Carboniferous period (late Vis\u00e9an) of North America. Greererpeton was first described by famed vertebrate paleontologist Alfred S. Romer in 1969, based on a skull and partial skeleton from the Bluefield Formation.""]"
2025-11-03T15:46:34.898351,"As of August 1 2024, what is the most recently described genus of Colosteidae?",[]
2025-11-03T15:46:39.914526,,"[""Ma\u0142gorzata Ro\u017cniecka won Miss International in 2001. The Miss International 2012 winner, Ikumi Yoshimatsu of Japan, was stripped of her title and was not able to crown her successor due to conflict with a talent agency that threatened her safety and the pageant night itself. The difference in title years is 11 years.""]"
2025-11-03T15:46:44.026377,Małgorzata Rożniecka is a model who won the title of Miss International. What is the difference in title years from when she won and the pageant winner who was murdered by her stalker?,[]
2025-11-03T15:46:55.940568,,"[""1990 | 367,302 | | 1.8% 2000 | 393,049 | | 7.0% 2010 | 391,906 | | \u22120.3% 2020 | 413,066 | | 5.4% 2024 (est.) | 415,154 | | 0.5% U.S. Decennial Census 2020 census Race / Ethnicity(NH = Non-Hispanic) | Pop 2000 | Pop 2010 | Pop 2020 | % 2000 | % 2010 | % 2020 Race / Ethnicity(NH = Non-Hispanic) | Pop 2000 | Pop 2010 | Pop 2020 | % 2000 | % 2010 | % 2020 Whitealone (NH) | 263,782 | 227,021 | 200,257 | 67.11% | 57.93% | 48.48% Black or African Americanalone (NH) | 60,297 | 61,230 | 60,505 | 15.34% | 15.62% | 14.65% Native AmericanorAlaska Nativealone (NH) | 18,005 | 19,473 | 18,975 | 4.58% | 4.97% | 4.59% Asianalone (NH) | 7,096 | 8,926 | 14,157 | 1.81% | 2.28% | 3.43% Native HawaiianorPacific Islanderalone (NH) | 165 | 278 | 857 | 0.04% | 0.07% | 0.21% Other racealone (NH) | 458 | 473 | 1,548 | 0.12% | 0.12% | 0.37% Mixed race or Multiracial(NH) | 15,135 | 19,239 | 37,710 | 3.85% | 4.91% | 9.13% Hispanic or Latino(any race) | 28,111 | 55,266 | 79,057 | 7.15% | 14.10% | 19.14% Total | 393,049 | 391,906 | 413,066 | 100.00% | 100.00% | 100.00% The most reported ancestries in 2020 were: 2010 census According to the 2010 census, Tulsa had a population of 391,906 and the racial and ethnic composition was as follows: White American: 62.6% (57.9% Non-Hispanic Whites); Black, 15.6%; Hispanic or Latino (of any race), 14.1% (11.5% Mexican, 0.4% Puerto Rican, 0.3% Guatemalan, 0.2% Spanish, 0.2% Honduran, 0.2% Salvadoran); some other race, 8.0%; Two or more races, 5.9%; Native American, 5.3%; Asian American, 2.3% (0.5% Hmong, 0.4% Vietnamese, 0.3% Chinese, 0.2% Indian, 0.2% Korean, 0.2% Burmese); and Native Hawaiian and Other Pacific Islander: 0.1%. In the 2020 census, its population increased to 413,066. As of the 2010 census, there were 391,906 people, 163,975 households, and 95,246 families residing in the city, with a population density of 2,""]"
2025-11-03T15:46:59.503172,"According to the 1990 United States census, what was the total population of the cities in Oklahoma that had at least 100,000 residents according to the 2020 United States census?",[]
2025-11-03T15:47:06.035416,,"[""Mahatma Gandhi advocated for panchayat raj as the foundation of India's political system. He was a member of the Indian National Congress.""]"
2025-11-03T15:47:09.177262,"What was the political party of the person who advocated for the type of government used in Chikhali, Latur district to become the foundation of India's political system?",[]
